scorer,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1,p1e0t1
bodyparts,upper_1,upper_1,upper_2,upper_2,upper_3,upper_3,upper_4,upper_4,upper_5,upper_5,upper_6,upper_6,upper_7,upper_7,upper_8,upper_8,upper_9,upper_9,upper_10,upper_10,upper_11,upper_11,upper_12,upper_12,upper_13,upper_13,upper_14,upper_14,upper_15,upper_15,lower_1,lower_1,lower_2,lower_2,lower_3,lower_3,lower_4,lower_4,lower_5,lower_5,lower_6,lower_6,lower_7,lower_7,lower_8,lower_8,lower_9,lower_9,lower_10,lower_10,lower_11,lower_11,lower_12,lower_12,lower_13,lower_13,lower_14,lower_14,lower_15,lower_15,pupil_N,pupil_N,pupil_S,pupil_S,pupil_E,pupil_E,pupil_W,pupil_W,pupil_NW,pupil_NW,pupil_NE,pupil_NE,pupil_SE,pupil_SE,pupil_SW,pupil_SW
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\2_blink\img03.png,18.03882615900423,290.9516937068866,26.054549308258544,255.80583066784845,29.754113838683594,218.19359127519363,39.00302516474625,179.96475779413458,58.73403599367995,144.8188947550965,96.34627538633475,120.15513121892945,133.95851477898958,108.43984353925009,179.58647732089872,102.2739026552083,223.9812516859995,105.97346718563335,268.9926201395044,113.37259624648351,314.6205826814136,127.55426027977956,359.6319511349185,152.8346179043508,400.3271609695943,184.2809164129639,442.8721530694825,224.97612624763963,484.1839569925624,263.20495972869855,22.97157886623765,293.4180700605033,53.801283286446534,290.3350996184824,84.01439361825123,287.2521291764615,115.46069212686427,284.7857528228448,145.67380245866894,281.08618829241976,176.50350687887777,277.38662376199466,212.26596400632008,274.920247408378,252.3445797525917,273.0704651431655,291.1900073220548,273.07046514316545,328.8022467147096,273.6870592315696,362.0983274885352,275.53684149678213,399.09397279278573,277.38662376199466,431.15686538980304,277.38662376199466,457.6704111911827,274.3036533199738,484.8005510809665,264.438147905507,101.89562218197236,163.31671740722186,80.31482908782615,244.7071370765733,121.62663301090603,199.69576862306832,64.28338278931756,208.944679949131,79.08164091101781,183.04772823615554,124.09300936452274,169.48265829126365,108.67815715441833,225.59272033604378,64.28338278931756,234.22503757370225
labeled-data\2_blink\img08.png,16.80563798219589,283.55256464603644,21.73839068942931,247.17351343018998,32.83708428070449,211.41105630274768,50.101718756021455,173.79881691009285,79.08164091101781,142.3525184014798,124.09300936452274,129.40404254499208,162.93843693398594,128.78744845658792,202.4004585918533,130.0206366333963,241.8624802497206,138.0363597826506,285.02406643801305,149.75164746232997,325.10268218428456,170.09925237966775,362.09832748853523,188.59707503179317,399.0939727927859,214.49402674476858,434.8564299202282,244.0905429881691,469.3856988708621,280.46959420401555,18.655420247408415,290.3350996184824,47.635342402404746,289.71850553007823,75.38207638059274,289.101911441674,112.37772168484338,284.7857528228448,145.05720837026473,281.7027823808239,177.7366950556862,278.00321785039887,205.48342903387413,278.00321785039887,238.77950980769975,276.77002967359056,269.60921422790864,276.7700296735905,300.43891864811746,279.2364060272072,331.26862306832635,279.23640602720724,359.63195113491855,279.2364060272072,389.228467378319,280.46959420401555,424.99092450576137,281.0861882924198,459.52019345639525,281.08618829241976,111.14453350803501,161.46693514200933,80.31482908782615,244.7071370765733,126.55938571813945,200.9289567998767,71.0659177617635,204.01192724189758,83.39779952984705,179.34816370573049,125.94279162973527,175.64859917530543,109.29475124282249,229.29228486646883,69.21613549655098,228.05909668966046
labeled-data\2_blink\img16.png,5.090350302516512,272.45387105476124,29.754113838683594,264.4381479055069,63.05019461250919,259.5053951982735,96.34627538633475,254.57264249104014,124.09300936452274,250.87307796061503,154.92271378473163,247.79010751859414,185.7524182049405,245.94032525338162,219.66509306717023,247.17351343018998,254.81095610620838,252.10626613742335,283.79087826120474,257.03901884465677,312.15420632779694,265.0547419939111,346.06688119002666,274.920247408378,373.1970210798104,283.5525646460365,397.2441905275734,293.4180700605033,421.2913599753362,303.2835754749701,5.090350302516512,305.13335774018265,26.6711433966627,304.5167636517785,50.101718756021455,304.5167636517785,82.78120544144286,300.2006050329492,116.69388030367261,297.11763459092833,139.50786157462719,297.11763459092833,161.08865466877342,297.11763459092833,185.7524182049405,295.88444641412,215.96552853674518,298.3508227677367,246.79523295695407,297.73422867933255,278.85812555397126,298.3508227677367,306.60485953215925,300.2006050329492,336.20137577555977,302.66698138656596,366.4144861073645,305.1333577401827,400.94375505799843,308.2163281822035,,,,,,,,,,,,,,,,
labeled-data\2_blink\img22.png,3.8571621257081574,291.56828779529076,33.45367836910867,280.46959420401555,69.21613549655098,271.2206828779529,100.66243400516402,267.5211183475278,136.4248911326063,265.6713360823153,170.95416008324025,265.6713360823153,201.16727041504492,265.6713360823153,236.31313345408302,269.3709006127404,263.44327334386685,274.3036533199738,291.806601410459,278.00321785039887,324.4860880958804,283.55256464603644,349.1498516320475,286.63553508805734,377.51317969863965,292.18488188369497,412.0424486492736,298.9674168561409,447.8049057767159,313.7656749778412,6.9401325677290515,320.54820995028706,29.754113838683622,319.31502177347875,57.500847816871584,316.23205133145785,82.16461135303868,314.3822690662453,109.29475124282249,311.91589271262865,141.3576438398397,310.6827045358202,170.95416008324025,311.91589271262865,198.7008940614282,310.6827045358202,234.4633511888705,313.14908088943696,267.75943196269606,314.3822690662453,294.27297776407573,314.9988631546495,318.93674130024283,316.23205133145785,348.53325754364334,316.23205133145785,383.0625264942773,318.69842768507453,421.9079540637404,318.69842768507453,,,,,,,,,,,,,,,,
labeled-data\2_blink\img32.png,4.473756214112342,279.2364060272072,30.987302015491963,267.5211183475278,63.66678870091337,258.88880110986935,91.41352267910133,253.95604840263593,128.409167983352,250.25648387221088,162.93843693398594,249.0232956954025,195.61792361940735,249.63988978380667,222.74806350919113,249.63988978380667,252.96117384099585,250.25648387221088,281.324501907588,253.33945431423177,313.3873945046052,259.5053951982735,352.84941616247255,267.5211183475278,394.16122008555243,278.00321785039887,433.6232417434198,289.101911441674,459.52019345639525,303.2835754749701,2.0073798604956323,318.0818335966704,32.2204901923003,311.91589271262865,60.58381825889248,308.21632818220354,90.79692859069718,305.74995182858686,121.01003892250185,304.5167636517785,155.53930787313578,302.66698138656596,190.06857682376972,302.0503872981618,218.43190489036186,300.8171991213534,251.11139157578327,298.96741685614086,281.324501907588,301.4337932097576,317.70355312343446,300.8171991213534,348.53325754364334,305.13335774018265,381.8293383174689,305.74995182858686,408.34288411884853,304.5167636517785,448.4214998651201,305.13335774018265,,,,,,,,,,,,,,,,
labeled-data\2_blink\img41.png,2.6239739488998026,232.99184939689388,30.37070792708778,216.9604030983853,64.28338278931756,208.3280858607268,101.27902809356817,199.07917453466416,136.4248911326063,195.99620409264327,175.88691279047367,194.7630159158349,207.94980538749087,197.22939226945164,240.01269798450812,204.01192724189758,276.3917492003546,213.2608385679602,306.60485953215925,223.7429380708312,341.1341284827932,233.6084434852981,372.5804269914063,247.79010751859414,399.7105668811901,258.88880110986935,425.60751859416547,266.2879301707195,451.50447030714093,275.53684149678213,2.6239739488998026,297.11763459092833,27.904331573471097,297.7342286793325,53.18468919804235,297.1176345909284,82.16461135303868,296.5010405025242,112.99431577324754,294.0346641489075,140.74104975143553,290.9516937068866,167.8711896412193,289.1019114416741,193.76814135419482,286.63553508805734,227.68081621642455,285.402346911249,257.8939265482292,284.7857528228448,290.5734132336506,285.40234691124897,330.6520289799222,284.1691587344406,367.0310801957687,282.9359705576323,405.8765077652318,281.7027823808239,441.6389648926741,280.46959420401555,,,93.26330494431389,232.37525530848973,,,,,,,,,,,,
labeled-data\2_blink\img47.png,3.8571621257081574,210.79446221434353,26.054549308258544,192.91323365062237,61.81700643570082,181.197945970943,101.27902809356817,175.03200508690122,130.87554433696872,174.415410998497,164.1716251107943,173.1822228216887,196.2345177078115,177.4983814405179,226.44762803961618,182.43113414775138,255.42755019461254,189.83026320860154,288.10703688003395,199.07917453466416,317.70355312343446,209.56127403753516,344.2170989248141,220.04337354040615,373.8136151682146,232.37525530848973,405.8765077652318,249.02329569540245,433.6232417434198,266.90452425912366,3.8571621257081574,286.63553508805734,28.520925661875253,286.0189409996531,54.41787737485072,286.63553508805734,84.01439361825123,284.7857528228448,114.84409803846009,282.3193764692281,138.891267486223,279.2364060272072,166.638001464411,278.619811938803,196.2345177078115,278.00321785039887,224.59784577440365,278.00321785039887,254.81095610620832,274.30365331997376,292.4231954988632,273.6870592315696,322.0197117422637,271.2206828779529,349.1498516320475,271.8372769663571,380.59615014066054,271.2206828779529,419.4415777101237,270.6040887895487,,,82.16461135303868,236.691413927319,122.8598211877144,191.06345138540985,68.59954140814679,197.8459863578558,,,,,106.21178080080159,218.19359127519363,68.59954140814679,218.81018536359784
